Time,Source,URI,"Found on URI","Found on level",Tags,Message
"2022-02-17 10:25:30.000808","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/deep-blue-sea,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:30.201145","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/gross-ruchen-nordwand,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:30.476279","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/kulmchrachen-pilatus,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:37.561282","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/titlis-nordwand-lochblick-7a,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:37.704441","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/skitour-huetstock,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:37.858714","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/jednicka,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:38.071835","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/schlossberg-rittergold,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:38.301991","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/eiger-deep-blue-sea-7b,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:42.362362","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/blaue-lagune,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:43.140262","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/grosses-kamel-westwand-sidelengebiet,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:43.401941","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/kadenz-7b-rosenlauistock,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:43.612545","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/ben-hur-wendenstoecke,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:43.779385","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/land-ohne-herren-7c-titlis-nordwand,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:51.062362","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/kamasutra-klausenpass,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:51.549317","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/uri-rotstock-skitour-von-isenthal,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:51.785757","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/rekognoszierung-scheideggwetterhorn-westpfe,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:52.010991","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/wetterhorn-tagesskitour-vom-rosenlaui,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:25:52.139689","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/bildergalerie/galenstock-tagesskitour-von-realp,https://4ae-racing-team.ch/bildergalerie,4,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.068274","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=translate&project=1&language=en&resource=2,https://4ae-racing-team.ch/translation?act=language&project=1,6,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.126607","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=translate&project=1&language=en&resource=4,https://4ae-racing-team.ch/translation?act=language&project=1,6,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.187919","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=translate&project=1&language=en&resource=1,https://4ae-racing-team.ch/translation?act=language&project=1,6,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.220231","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=translate&project=1&language=en&resource=3,https://4ae-racing-team.ch/translation?act=language&project=1,6,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.483892","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=createNewProject&project=1&resource=1,https://4ae-racing-team.ch/translation?act=translate&project=1&language=en&resource=1,7,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.555140","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=createNewProject&project=1&resource=2,https://4ae-racing-team.ch/translation?act=translate&project=1&language=en&resource=2,7,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.566815","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=createNewProject&project=1&resource=4,https://4ae-racing-team.ch/translation?act=translate&project=1&language=en&resource=4,7,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.581472","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=createNewProject&project=1&resource=3,https://4ae-racing-team.ch/translation?act=translate&project=1&language=en&resource=3,7,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.593037","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=translate&project=1&language=de&resource=3,https://4ae-racing-team.ch/translation?act=language&project=1,6,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.782667","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=translate&project=1&language=de&resource=5,https://4ae-racing-team.ch/translation?act=language&project=1,6,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.811954","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=translate&project=1&language=de&resource=6,https://4ae-racing-team.ch/translation?act=language&project=1,6,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.820111","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=translate&project=1&language=nl&resource=1,https://4ae-racing-team.ch/translation?act=language&project=1,6,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.911146","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=translate&project=1&language=nl&resource=2,https://4ae-racing-team.ch/translation?act=language&project=1,6,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:04.918687","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=translate&project=1&language=de&resource=4,https://4ae-racing-team.ch/translation?act=language&project=1,6,,"Forwarded to the search indexer. Was indexed successfully."
"2022-02-17 10:26:07.824469","Contao\CoreBundle\Crawl\Escargot\Subscriber\SearchIndexSubscriber",https://4ae-racing-team.ch/translation?act=translate&project=1&language=en&resource=5,https://4ae-racing-team.ch/translation?act=language&project=1,6,,"Forwarded to the search indexer. Was indexed successfully."
